Jahr,Rubrik,Energietraeger,TJ
"2018,""Energieumwandlung - Wasserkraftwerke"",""Erdölprodukte"","
"2018,""Energieumwandlung - Wasserkraftwerke"",""Fernwärme"","
"2018,""Energieumwandlung - Wasserkraftwerke"",""Gas"","
"2018,""Energieumwandlung - Wasserkraftwerke"",""Holzenergie"","
"2018,""Energieumwandlung - Wasserkraftwerke"",""Kernbrennstoffe"","
"2018,""Energieumwandlung - Wasserkraftwerke"",""Kohle"","
"2018,""Energieumwandlung - Wasserkraftwerke"",""Müll und Industrieabfälle"","
"2018,""Energieumwandlung - Wasserkraftwerke"",""Rohöl"","
"2018,""Energieumwandlung - Wasserkraftwerke"",""Uebrige erneuerbare Energien"","
"2018,""Energieumwandlung - Wasserkraftwerke"",""Wasserkraft"",-134740"
"2018,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Elektrizität"",10830"
"2018,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Erdölprodukte"",-380"
"2018,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Fernwärme"",19900"
"2018,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Gas"",-7990"
"2018,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Holzenergie"",-2130"
"2018,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kernbrennstoffe"","
"2018,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kohle"",0"
"2018,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Müll und Industrieabfälle"",-48960"
"2018,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Rohöl"","
"2018,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Uebrige erneuerbare Energien"","
"2018,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Wasserkraft"","
"2018,""Export"",""Elektrizität"",-117390"
"2018,""Export"",""Erdölprodukte"",-17900"
"2018,""Export"",""Fernwärme"","
"2018,""Export"",""Gas"","
"2018,""Export"",""Holzenergie"",-100"
"2018,""Export"",""Kernbrennstoffe"","
"2018,""Export"",""Kohle"",0"
"2018,""Export"",""Müll und Industrieabfälle"","
"2018,""Export"",""Rohöl"","
"2018,""Export"",""Uebrige erneuerbare Energien"",0"
"2018,""Export"",""Wasserkraft"","
"2018,""Import"",""Elektrizität"",111670"
"2018,""Import"",""Erdölprodukte"",293140"
"2018,""Import"",""Fernwärme"","
"2018,""Import"",""Gas"",119510"
"2018,""Import"",""Holzenergie"",2120"
"2018,""Import"",""Kernbrennstoffe"",266330"
"2018,""Import"",""Kohle"",3390"
"2018,""Import"",""Müll und Industrieabfälle"",5280"
"2018,""Import"",""Rohöl"",131660"
"2018,""Import"",""Uebrige erneuerbare Energien"",7150"
"2018,""Import"",""Wasserkraft"","
"2018,""Inlandproduktion"",""Elektrizität"","
"2018,""Inlandproduktion"",""Erdölprodukte"","
"2018,""Inlandproduktion"",""Fernwärme"","
"2018,""Inlandproduktion"",""Gas"","
"2018,""Inlandproduktion"",""Holzenergie"",42140"
"2018,""Inlandproduktion"",""Kernbrennstoffe"","
"2018,""Inlandproduktion"",""Kohle"",0"
"2018,""Inlandproduktion"",""Müll und Industrieabfälle"",55060"
"2018,""Inlandproduktion"",""Rohöl"",0"
"2018,""Inlandproduktion"",""Uebrige erneuerbare Energien"",32000"
"2018,""Inlandproduktion"",""Wasserkraft"",134740"
"2018,""Lagerveränderung"",""Elektrizität"","
"2018,""Lagerveränderung"",""Erdölprodukte"",29530"
"2018,""Lagerveränderung"",""Fernwärme"","
"2018,""Lagerveränderung"",""Gas"","
"2018,""Lagerveränderung"",""Holzenergie"","
"2018,""Lagerveränderung"",""Kernbrennstoffe"","
"2018,""Lagerveränderung"",""Kohle"",900"
"2018,""Lagerveränderung"",""Müll und Industrieabfälle"","
"2018,""Lagerveränderung"",""Rohöl"",-260"
"2018,""Lagerveränderung"",""Uebrige erneuerbare Energien"","
"2018,""Lagerveränderung"",""Wasserkraft"","
"2018,""Nichtenergetischer Verbrauch"",""Elektrizität"","
"2018,""Nichtenergetischer Verbrauch"",""Erdölprodukte"",-19450"
"2018,""Nichtenergetischer Verbrauch"",""Fernwärme"","
"2018,""Nichtenergetischer Verbrauch"",""Gas"","
"2018,""Nichtenergetischer Verbrauch"",""Holzenergie"","
"2018,""Nichtenergetischer Verbrauch"",""Kernbrennstoffe"","
"2018,""Nichtenergetischer Verbrauch"",""Kohle"","
"2018,""Nichtenergetischer Verbrauch"",""Müll und Industrieabfälle"","
"2018,""Nichtenergetischer Verbrauch"",""Rohöl"","
"2018,""Nichtenergetischer Verbrauch"",""Uebrige erneuerbare Energien"","
"2018,""Nichtenergetischer Verbrauch"",""Wasserkraft"","
"2019,""Bruttoverbrauch"",""Elektrizität"",-22530"
"2019,""Bruttoverbrauch"",""Erdölprodukte"",312800"
"2019,""Bruttoverbrauch"",""Fernwärme"",0"
"2019,""Bruttoverbrauch"",""Gas"",122610"
"2019,""Bruttoverbrauch"",""Holzenergie"",46070"
"2019,""Bruttoverbrauch"",""Kernbrennstoffe"",275780"
"2019,""Bruttoverbrauch"",""Kohle"",3840"
"2019,""Bruttoverbrauch"",""Müll und Industrieabfälle"",61250"
"2019,""Bruttoverbrauch"",""Rohöl"",119440"
"2019,""Bruttoverbrauch"",""Uebrige erneuerbare Energien"",42390"
"2019,""Bruttoverbrauch"",""Wasserkraft"",146000"
"2019,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Elektrizität"",-30380"
"2019,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Erdölprodukte"",-5830"
"2019,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Fernwärme"",-2020"
"2019,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Gas"",-150"
"2019,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Holzenergie"","
"2019,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kernbrennstoffe"","
"2019,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kohle"","
"2019,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Müll und Industrieabfälle"","
"2019,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Rohöl"","
"2019,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Uebrige erneuerbare Energien"","
"2019,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Wasserkraft"","
"2019,""Endverbrauch - Dienstleistungen"",""Elektrizität"",59860"
"2019,""Endverbrauch - Dienstleistungen"",""Erdölprodukte"",30210"
"2019,""Endverbrauch - Dienstleistungen"",""Fernwärme"",5580"
"2019,""Endverbrauch - Dienstleistungen"",""Gas"",25860"
"2019,""Endverbrauch - Dienstleistungen"",""Holzenergie"",10200"
"2019,""Endverbrauch - Dienstleistungen"",""Kernbrennstoffe"","
"2019,""Endverbrauch - Dienstleistungen"",""Kohle"",0"
"2019,""Endverbrauch - Dienstleistungen"",""Müll und Industrieabfälle"",330"
"2019,""Endverbrauch - Dienstleistungen"",""Rohöl"","
"2019,""Endverbrauch - Dienstleistungen"",""Uebrige erneuerbare Energien"",3580"
"2019,""Endverbrauch - Dienstleistungen"",""Wasserkraft"","
"2019,""Endverbrauch - Haushalte"",""Elektrizität"",68520"
"2019,""Endverbrauch - Haushalte"",""Erdölprodukte"",66740"
"2019,""Endverbrauch - Haushalte"",""Fernwärme"",8570"
"2019,""Endverbrauch - Haushalte"",""Gas"",47840"
"2019,""Endverbrauch - Haushalte"",""Holzenergie"",18320"
"2019,""Endverbrauch - Haushalte"",""Kernbrennstoffe"","
"2019,""Endverbrauch - Haushalte"",""Kohle"",100"
"2019,""Endverbrauch - Haushalte"",""Müll und Industrieabfälle"",0"
"2019,""Endverbrauch - Haushalte"",""Rohöl"","
"2019,""Endverbrauch - Haushalte"",""Uebrige erneuerbare Energien"",16650"
"2019,""Endverbrauch - Haushalte"",""Wasserkraft"","
"2019,""Endverbrauch - Industrie"",""Elektrizität"",61950"
"2019,""Endverbrauch - Industrie"",""Erdölprodukte"",12770"
"2019,""Endverbrauch - Industrie"",""Fernwärme"",7380"
"2019,""Endverbrauch - Industrie"",""Gas"",39560"
"2019,""Endverbrauch - Industrie"",""Holzenergie"",11550"
"2019,""Endverbrauch - Industrie"",""Kernbrennstoffe"","
"2019,""Endverbrauch - Industrie"",""Kohle"",3740"
"2019,""Endverbrauch - Industrie"",""Müll und Industrieabfälle"",11640"
"2019,""Endverbrauch - Industrie"",""Rohöl"","
"2019,""Endverbrauch - Industrie"",""Uebrige erneuerbare Energien"",1810"
"2019,""Endverbrauch - Industrie"",""Wasserkraft"","
"2019,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Elektrizität"",3400"
"2019,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Erdölprodukte"",2590"
"2019,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Fernwärme"",0"
"2019,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Gas"",1000"
"2019,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Holzenergie"",1040"
"2019,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kernbrennstoffe"","
"2019,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kohle"",0"
"2019,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Müll und Industrieabfälle"",0"
"2019,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Rohöl"","
"2019,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Uebrige erneuerbare Energien"",510"
"2019,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Wasserkraft"","
"2019,""Endverbrauch - Total"",""Elektrizität"",205910"
"2019,""Endverbrauch - Total"",""Erdölprodukte"",406670"
"2019,""Endverbrauch - Total"",""Fernwärme"",21530"
"2019,""Endverbrauch - Total"",""Gas"",115440"
"2019,""Endverbrauch - Total"",""Holzenergie"",41110"
"2019,""Endverbrauch - Total"",""Kernbrennstoffe"",0"
"2019,""Endverbrauch - Total"",""Kohle"",3840"
"2019,""Endverbrauch - Total"",""Müll und Industrieabfälle"",11970"
"2019,""Endverbrauch - Total"",""Rohöl"",0"
"2019,""Endverbrauch - Total"",""Uebrige erneuerbare Energien"",30350"
"2019,""Endverbrauch - Total"",""Wasserkraft"",0"
"2019,""Endverbrauch - Verkehr"",""Elektrizität"",12180"
"2019,""Endverbrauch - Verkehr"",""Erdölprodukte"",294360"
"2019,""Endverbrauch - Verkehr"",""Fernwärme"","
"2019,""Endverbrauch - Verkehr"",""Gas"",1180"
"2019,""Endverbrauch - Verkehr"",""Holzenergie"","
"2019,""Endverbrauch - Verkehr"",""Kernbrennstoffe"","
"2019,""Endverbrauch - Verkehr"",""Kohle"","
"2019,""Endverbrauch - Verkehr"",""Müll und Industrieabfälle"","
"2019,""Endverbrauch - Verkehr"",""Rohöl"","
"2019,""Endverbrauch - Verkehr"",""Uebrige erneuerbare Energien"",7800"
"2019,""Endverbrauch - Verkehr"",""Wasserkraft"","
"2019,""Energieumwandlung - Diverse Erneuerbare"",""Elektrizität"",10830"
"2019,""Energieumwandlung - Diverse Erneuerbare"",""Erdölprodukte"","
"2019,""Energieumwandlung - Diverse Erneuerbare"",""Fernwärme"",0"
"2019,""Energieumwandlung - Diverse Erneuerbare"",""Gas"",1300"
"2019,""Energieumwandlung - Diverse Erneuerbare"",""Holzenergie"",-1650"
"2019,""Energieumwandlung - Diverse Erneuerbare"",""Kernbrennstoffe"","
"2019,""Energieumwandlung - Diverse Erneuerbare"",""Kohle"","
"2019,""Energieumwandlung - Diverse Erneuerbare"",""Müll und Industrieabfälle"","
"2019,""Energieumwandlung - Diverse Erneuerbare"",""Rohöl"","
"2019,""Energieumwandlung - Diverse Erneuerbare"",""Uebrige erneuerbare Energien"",-12040"
"2019,""Energieumwandlung - Diverse Erneuerbare"",""Wasserkraft"","
"2019,""Energieumwandlung - Gaswerke"",""Elektrizität"","
"2019,""Energieumwandlung - Gaswerke"",""Erdölprodukte"","
"2019,""Energieumwandlung - Gaswerke"",""Fernwärme"","
"2019,""Energieumwandlung - Gaswerke"",""Gas"",0"
"2019,""Energieumwandlung - Gaswerke"",""Holzenergie"","
"2019,""Energieumwandlung - Gaswerke"",""Kernbrennstoffe"","
"2019,""Energieumwandlung - Gaswerke"",""Kohle"","
"2019,""Energieumwandlung - Gaswerke"",""Müll und Industrieabfälle"","
"2019,""Energieumwandlung - Gaswerke"",""Rohöl"","
"2019,""Energieumwandlung - Gaswerke"",""Uebrige erneuerbare Energien"","
"2019,""Energieumwandlung - Gaswerke"",""Wasserkraft"","
"2019,""Energieumwandlung - Kernkraftwerke"",""Elektrizität"",91010"
"2019,""Energieumwandlung - Kernkraftwerke"",""Erdölprodukte"","
"2019,""Energieumwandlung - Kernkraftwerke"",""Fernwärme"",1420"
"2019,""Energieumwandlung - Kernkraftwerke"",""Gas"","
"2019,""Energieumwandlung - Kernkraftwerke"",""Holzenergie"","
"2019,""Energieumwandlung - Kernkraftwerke"",""Kernbrennstoffe"",-275780"
"2019,""Energieumwandlung - Kernkraftwerke"",""Kohle"","
"2019,""Energieumwandlung - Kernkraftwerke"",""Müll und Industrieabfälle"","
"2019,""Energieumwandlung - Kernkraftwerke"",""Rohöl"","
"2019,""Energieumwandlung - Kernkraftwerke"",""Uebrige erneuerbare Energien"","
"2019,""Energieumwandlung - Kernkraftwerke"",""Wasserkraft"","
"2019,""Energieumwandlung - Raffinerien"",""Elektrizität"","
"2019,""Energieumwandlung - Raffinerien"",""Erdölprodukte"",119440"
"2019,""Energieumwandlung - Raffinerien"",""Fernwärme"","
"2019,""Energieumwandlung - Raffinerien"",""Gas"","
"2019,""Energieumwandlung - Raffinerien"",""Holzenergie"","
"2019,""Energieumwandlung - Raffinerien"",""Kernbrennstoffe"","
"2019,""Energieumwandlung - Raffinerien"",""Kohle"","
"2019,""Energieumwandlung - Raffinerien"",""Müll und Industrieabfälle"","
"2019,""Energieumwandlung - Raffinerien"",""Rohöl"",-119440"
"2019,""Energieumwandlung - Raffinerien"",""Uebrige erneuerbare Energien"","
"2019,""Energieumwandlung - Raffinerien"",""Wasserkraft"","
"2019,""Energieumwandlung - Wasserkraftwerke"",""Elektrizität"",146000"
"2019,""Energieumwandlung - Wasserkraftwerke"",""Erdölprodukte"","
"2019,""Energieumwandlung - Wasserkraftwerke"",""Fernwärme"","
"2019,""Energieumwandlung - Wasserkraftwerke"",""Gas"","
"2019,""Energieumwandlung - Wasserkraftwerke"",""Holzenergie"","
"2019,""Energieumwandlung - Wasserkraftwerke"",""Kernbrennstoffe"","
"2019,""Energieumwandlung - Wasserkraftwerke"",""Kohle"","
"2019,""Energieumwandlung - Wasserkraftwerke"",""Müll und Industrieabfälle"","
"2019,""Energieumwandlung - Wasserkraftwerke"",""Rohöl"","
"2019,""Energieumwandlung - Wasserkraftwerke"",""Uebrige erneuerbare Energien"","
"2019,""Energieumwandlung - Wasserkraftwerke"",""Wasserkraft"",-146000"
"2019,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Elektrizität"",10980"
"2019,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Erdölprodukte"",-450"
"2019,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Fernwärme"",22130"
"2019,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Gas"",-8320"
"2019,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Holzenergie"",-3310"
"2019,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kernbrennstoffe"","
"2019,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kohle"",0"
"2019,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Müll und Industrieabfälle"",-49280"
"2019,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Rohöl"","
"2019,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Uebrige erneuerbare Energien"","
"2019,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Wasserkraft"","
"2019,""Export"",""Elektrizität"",-128750"
"2019,""Export"",""Erdölprodukte"",-20010"
"2019,""Export"",""Fernwärme"","
"2019,""Export"",""Gas"","
"2019,""Export"",""Holzenergie"",-110"
"2019,""Export"",""Kernbrennstoffe"","
"2019,""Export"",""Kohle"",-10"
"2019,""Export"",""Müll und Industrieabfälle"","
"2019,""Export"",""Rohöl"","
"2019,""Export"",""Uebrige erneuerbare Energien"",0"
"2019,""Export"",""Wasserkraft"","
"2019,""Import"",""Elektrizität"",106220"
"2019,""Import"",""Erdölprodukte"",347730"
"2019,""Import"",""Fernwärme"","
"2019,""Import"",""Gas"",122610"
"2019,""Import"",""Holzenergie"",1790"
"2019,""Import"",""Kernbrennstoffe"",275780"
"2019,""Import"",""Kohle"",3360"
"2019,""Import"",""Müll und Industrieabfälle"",5450"
"2019,""Import"",""Rohöl"",119790"
"2019,""Import"",""Uebrige erneuerbare Energien"",7370"
"2019,""Import"",""Wasserkraft"","
"2019,""Inlandproduktion"",""Elektrizität"","
"2019,""Inlandproduktion"",""Erdölprodukte"","
"2019,""Inlandproduktion"",""Fernwärme"","
"2019,""Inlandproduktion"",""Gas"","
"2019,""Inlandproduktion"",""Holzenergie"",44390"
"2019,""Inlandproduktion"",""Kernbrennstoffe"","
"2019,""Inlandproduktion"",""Kohle"",0"
"2019,""Inlandproduktion"",""Müll und Industrieabfälle"",55800"
"2019,""Inlandproduktion"",""Rohöl"",0"
"2019,""Inlandproduktion"",""Uebrige erneuerbare Energien"",35020"
"2019,""Inlandproduktion"",""Wasserkraft"",146000"
"2019,""Lagerveränderung"",""Elektrizität"","
"2019,""Lagerveränderung"",""Erdölprodukte"",-14920"
"2019,""Lagerveränderung"",""Fernwärme"","
"2019,""Lagerveränderung"",""Gas"","
"2019,""Lagerveränderung"",""Holzenergie"","
"2019,""Lagerveränderung"",""Kernbrennstoffe"","
"2019,""Lagerveränderung"",""Kohle"",490"
"2019,""Lagerveränderung"",""Müll und Industrieabfälle"","
"2019,""Lagerveränderung"",""Rohöl"",-350"
"2019,""Lagerveränderung"",""Uebrige erneuerbare Energien"","
"2019,""Lagerveränderung"",""Wasserkraft"","
"2019,""Nichtenergetischer Verbrauch"",""Elektrizität"","
"2019,""Nichtenergetischer Verbrauch"",""Erdölprodukte"",-19290"
"2019,""Nichtenergetischer Verbrauch"",""Fernwärme"","
"2019,""Nichtenergetischer Verbrauch"",""Gas"","
"2019,""Nichtenergetischer Verbrauch"",""Holzenergie"","
"2019,""Nichtenergetischer Verbrauch"",""Kernbrennstoffe"","
"2019,""Nichtenergetischer Verbrauch"",""Kohle"","
"2019,""Nichtenergetischer Verbrauch"",""Müll und Industrieabfälle"","
"2019,""Nichtenergetischer Verbrauch"",""Rohöl"","
"2019,""Nichtenergetischer Verbrauch"",""Uebrige erneuerbare Energien"","
"2019,""Nichtenergetischer Verbrauch"",""Wasserkraft"","
"2020,""Bruttoverbrauch"",""Elektrizität"",-20010"
"2020,""Bruttoverbrauch"",""Erdölprodukte"",229440"
"2020,""Bruttoverbrauch"",""Fernwärme"","
"2020,""Bruttoverbrauch"",""Gas"",119390"
"2020,""Bruttoverbrauch"",""Holzenergie"",45500"
"2020,""Bruttoverbrauch"",""Kernbrennstoffe"",250800"
"2020,""Bruttoverbrauch"",""Kohle"",3700"
"2020,""Bruttoverbrauch"",""Müll und Industrieabfälle"",61210"
"2020,""Bruttoverbrauch"",""Rohöl"",123230"
"2020,""Bruttoverbrauch"",""Uebrige erneuerbare Energien"",44190"
"2020,""Bruttoverbrauch"",""Wasserkraft"",146220"
"2020,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Elektrizität"",-31140"
"2020,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Erdölprodukte"",-5890"
"2020,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Fernwärme"",-2210"
"2020,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Gas"",-160"
"2020,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Holzenergie"","
"2020,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kernbrennstoffe"","
"2020,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kohle"","
"2020,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Müll und Industrieabfälle"","
"2020,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Rohöl"","
"2020,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Uebrige erneuerbare Energien"","
"2020,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Wasserkraft"","
"2020,""Endverbrauch - Dienstleistungen"",""Elektrizität"",56790"
"2020,""Endverbrauch - Dienstleistungen"",""Erdölprodukte"",27600"
"2020,""Endverbrauch - Dienstleistungen"",""Fernwärme"",5090"
"2020,""Endverbrauch - Dienstleistungen"",""Gas"",25150"
"2020,""Endverbrauch - Dienstleistungen"",""Holzenergie"",10020"
"2020,""Endverbrauch - Dienstleistungen"",""Kernbrennstoffe"","
"2020,""Endverbrauch - Dienstleistungen"",""Kohle"",0"
"2020,""Endverbrauch - Dienstleistungen"",""Müll und Industrieabfälle"",280"
"2020,""Endverbrauch - Dienstleistungen"",""Rohöl"","
"2020,""Endverbrauch - Dienstleistungen"",""Uebrige erneuerbare Energien"",3660"
"2020,""Endverbrauch - Dienstleistungen"",""Wasserkraft"","
"2020,""Endverbrauch - Haushalte"",""Elektrizität"",69180"
"2020,""Endverbrauch - Haushalte"",""Erdölprodukte"",59470"
"2020,""Endverbrauch - Haushalte"",""Fernwärme"",8640"
"2020,""Endverbrauch - Haushalte"",""Gas"",47470"
"2020,""Endverbrauch - Haushalte"",""Holzenergie"",17330"
"2020,""Endverbrauch - Haushalte"",""Kernbrennstoffe"","
"2020,""Endverbrauch - Haushalte"",""Kohle"",100"
"2020,""Endverbrauch - Haushalte"",""Müll und Industrieabfälle"",0"
"2020,""Endverbrauch - Haushalte"",""Rohöl"","
"2020,""Endverbrauch - Haushalte"",""Uebrige erneuerbare Energien"",17200"
"2020,""Endverbrauch - Haushalte"",""Wasserkraft"","
"2020,""Endverbrauch - Industrie"",""Elektrizität"",59840"
"2020,""Endverbrauch - Industrie"",""Erdölprodukte"",11680"
"2020,""Endverbrauch - Industrie"",""Fernwärme"",7320"
"2020,""Endverbrauch - Industrie"",""Gas"",38180"
"2020,""Endverbrauch - Industrie"",""Holzenergie"",11820"
"2020,""Endverbrauch - Industrie"",""Kernbrennstoffe"","
"2020,""Endverbrauch - Industrie"",""Kohle"",3600"
"2020,""Endverbrauch - Industrie"",""Müll und Industrieabfälle"",11720"
"2020,""Endverbrauch - Industrie"",""Rohöl"","
"2020,""Endverbrauch - Industrie"",""Uebrige erneuerbare Energien"",1850"
"2020,""Endverbrauch - Industrie"",""Wasserkraft"","
"2020,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Elektrizität"",3320"
"2020,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Erdölprodukte"",2360"
"2020,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Fernwärme"",0"
"2020,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Gas"",1260"
"2020,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Holzenergie"",1000"
"2020,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kernbrennstoffe"","
"2020,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kohle"",0"
"2020,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Müll und Industrieabfälle"",0"
"2020,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Rohöl"","
"2020,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Uebrige erneuerbare Energien"",450"
"2020,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Wasserkraft"","
"2020,""Endverbrauch - Total"",""Elektrizität"",200570"
"2020,""Endverbrauch - Total"",""Erdölprodukte"",327830"
"2020,""Endverbrauch - Total"",""Fernwärme"",21050"
"2020,""Endverbrauch - Total"",""Gas"",113180"
"2020,""Endverbrauch - Total"",""Holzenergie"",40170"
"2020,""Endverbrauch - Total"",""Kernbrennstoffe"",0"
"2020,""Endverbrauch - Total"",""Kohle"",3700"
"2020,""Endverbrauch - Total"",""Müll und Industrieabfälle"",12000"
"2020,""Endverbrauch - Total"",""Rohöl"",0"
"2020,""Endverbrauch - Total"",""Uebrige erneuerbare Energien"",30420"
"2020,""Endverbrauch - Total"",""Wasserkraft"",0"
"2020,""Endverbrauch - Verkehr"",""Elektrizität"",11440"
"2020,""Endverbrauch - Verkehr"",""Erdölprodukte"",226720"
"2020,""Endverbrauch - Verkehr"",""Fernwärme"","
"2020,""Endverbrauch - Verkehr"",""Gas"",1120"
"2020,""Endverbrauch - Verkehr"",""Holzenergie"","
"2020,""Endverbrauch - Verkehr"",""Kernbrennstoffe"","
"2020,""Endverbrauch - Verkehr"",""Kohle"","
"2020,""Endverbrauch - Verkehr"",""Müll und Industrieabfälle"","
"2020,""Endverbrauch - Verkehr"",""Rohöl"","
"2020,""Endverbrauch - Verkehr"",""Uebrige erneuerbare Energien"",7260"
"2020,""Endverbrauch - Verkehr"",""Wasserkraft"","
"2020,""Energieumwandlung - Diverse Erneuerbare"",""Elektrizität"",12690"
"2020,""Energieumwandlung - Diverse Erneuerbare"",""Erdölprodukte"","
"2020,""Energieumwandlung - Diverse Erneuerbare"",""Fernwärme"",0"
"2020,""Energieumwandlung - Diverse Erneuerbare"",""Gas"",1330"
"2020,""Energieumwandlung - Diverse Erneuerbare"",""Holzenergie"",-2030"
"2020,""Energieumwandlung - Diverse Erneuerbare"",""Kernbrennstoffe"","
"2020,""Energieumwandlung - Diverse Erneuerbare"",""Kohle"","
"2020,""Energieumwandlung - Diverse Erneuerbare"",""Müll und Industrieabfälle"","
"2020,""Energieumwandlung - Diverse Erneuerbare"",""Rohöl"","
"2020,""Energieumwandlung - Diverse Erneuerbare"",""Uebrige erneuerbare Energien"",-13770"
"2020,""Energieumwandlung - Diverse Erneuerbare"",""Wasserkraft"","
"2020,""Energieumwandlung - Gaswerke"",""Elektrizität"","
"2020,""Energieumwandlung - Gaswerke"",""Erdölprodukte"","
"2020,""Energieumwandlung - Gaswerke"",""Fernwärme"","
"2020,""Energieumwandlung - Gaswerke"",""Gas"","
"2020,""Energieumwandlung - Gaswerke"",""Holzenergie"","
"2020,""Energieumwandlung - Gaswerke"",""Kernbrennstoffe"","
