Jahr,Rubrik,Energietraeger,TJ
"1988,""Energieumwandlung - Raffinerien"",""Fernwärme"","
"1988,""Energieumwandlung - Raffinerien"",""Gas"","
"1988,""Energieumwandlung - Raffinerien"",""Holzenergie"","
"1988,""Energieumwandlung - Raffinerien"",""Kernbrennstoffe"","
"1988,""Energieumwandlung - Raffinerien"",""Kohle"","
"1988,""Energieumwandlung - Raffinerien"",""Müll und Industrieabfälle"","
"1988,""Energieumwandlung - Raffinerien"",""Rohöl"",-167730"
"1988,""Energieumwandlung - Raffinerien"",""Uebrige erneuerbare Energien"","
"1988,""Energieumwandlung - Raffinerien"",""Wasserkraft"","
"1988,""Energieumwandlung - Wasserkraftwerke"",""Elektrizität"",131180"
"1988,""Energieumwandlung - Wasserkraftwerke"",""Erdölprodukte"","
"1988,""Energieumwandlung - Wasserkraftwerke"",""Fernwärme"","
"1988,""Energieumwandlung - Wasserkraftwerke"",""Gas"","
"1988,""Energieumwandlung - Wasserkraftwerke"",""Holzenergie"","
"1988,""Energieumwandlung - Wasserkraftwerke"",""Kernbrennstoffe"","
"1988,""Energieumwandlung - Wasserkraftwerke"",""Kohle"","
"1988,""Energieumwandlung - Wasserkraftwerke"",""Müll und Industrieabfälle"","
"1988,""Energieumwandlung - Wasserkraftwerke"",""Rohöl"","
"1988,""Energieumwandlung - Wasserkraftwerke"",""Uebrige erneuerbare Energien"","
"1988,""Energieumwandlung - Wasserkraftwerke"",""Wasserkraft"",-131180"
"1988,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Elektrizität"",3680"
"1988,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Erdölprodukte"",-4770"
"1988,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Fernwärme"",10960"
"1988,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Gas"",-4190"
"1988,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Holzenergie"",0"
"1988,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kernbrennstoffe"","
"1988,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kohle"",-370"
"1988,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Müll und Industrieabfälle"",-16200"
"1988,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Rohöl"","
"1988,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Uebrige erneuerbare Energien"","
"1988,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Wasserkraft"","
"1988,""Export"",""Elektrizität"",-89020"
"1988,""Export"",""Erdölprodukte"",-6850"
"1988,""Export"",""Fernwärme"","
"1988,""Export"",""Gas"",-580"
"1988,""Export"",""Holzenergie"","
"1988,""Export"",""Kernbrennstoffe"","
"1988,""Export"",""Kohle"",-750"
"1988,""Export"",""Müll und Industrieabfälle"","
"1988,""Export"",""Rohöl"","
"1988,""Export"",""Uebrige erneuerbare Energien"","
"1988,""Export"",""Wasserkraft"","
"1988,""Import"",""Elektrizität"",54380"
"1988,""Import"",""Erdölprodukte"",349730"
"1988,""Import"",""Fernwärme"","
"1988,""Import"",""Gas"",59010"
"1988,""Import"",""Holzenergie"",550"
"1988,""Import"",""Kernbrennstoffe"",234570"
"1988,""Import"",""Kohle"",13690"
"1988,""Import"",""Müll und Industrieabfälle"","
"1988,""Import"",""Rohöl"",165850"
"1988,""Import"",""Uebrige erneuerbare Energien"","
"1988,""Import"",""Wasserkraft"","
"1988,""Inlandproduktion"",""Elektrizität"","
"1988,""Inlandproduktion"",""Erdölprodukte"","
"1988,""Inlandproduktion"",""Fernwärme"","
"1988,""Inlandproduktion"",""Gas"",250"
"1988,""Inlandproduktion"",""Holzenergie"",24460"
"1988,""Inlandproduktion"",""Kernbrennstoffe"","
"1988,""Inlandproduktion"",""Kohle"",0"
"1988,""Inlandproduktion"",""Müll und Industrieabfälle"",22790"
"1988,""Inlandproduktion"",""Rohöl"",0"
"1988,""Inlandproduktion"",""Uebrige erneuerbare Energien"","
"1988,""Inlandproduktion"",""Wasserkraft"",131180"
"1988,""Lagerveränderung"",""Elektrizität"","
"1988,""Lagerveränderung"",""Erdölprodukte"",15370"
"1988,""Lagerveränderung"",""Fernwärme"","
"1988,""Lagerveränderung"",""Gas"","
"1988,""Lagerveränderung"",""Holzenergie"","
"1988,""Lagerveränderung"",""Kernbrennstoffe"","
"1988,""Lagerveränderung"",""Kohle"",1460"
"1988,""Lagerveränderung"",""Müll und Industrieabfälle"","
"1988,""Lagerveränderung"",""Rohöl"",1880"
"1988,""Lagerveränderung"",""Uebrige erneuerbare Energien"","
"1988,""Lagerveränderung"",""Wasserkraft"","
"1988,""Nichtenergetischer Verbrauch"",""Elektrizität"","
"1988,""Nichtenergetischer Verbrauch"",""Erdölprodukte"",-23700"
"1988,""Nichtenergetischer Verbrauch"",""Fernwärme"","
"1988,""Nichtenergetischer Verbrauch"",""Gas"","
"1988,""Nichtenergetischer Verbrauch"",""Holzenergie"","
"1988,""Nichtenergetischer Verbrauch"",""Kernbrennstoffe"","
"1988,""Nichtenergetischer Verbrauch"",""Kohle"","
"1988,""Nichtenergetischer Verbrauch"",""Müll und Industrieabfälle"","
"1988,""Nichtenergetischer Verbrauch"",""Rohöl"","
"1988,""Nichtenergetischer Verbrauch"",""Uebrige erneuerbare Energien"","
"1988,""Nichtenergetischer Verbrauch"",""Wasserkraft"","
"1989,""Bruttoverbrauch"",""Elektrizität"",-9060"
"1989,""Bruttoverbrauch"",""Erdölprodukte"",389970"
"1989,""Bruttoverbrauch"",""Fernwärme"","
"1989,""Bruttoverbrauch"",""Gas"",63820"
"1989,""Bruttoverbrauch"",""Holzenergie"",24870"
"1989,""Bruttoverbrauch"",""Kernbrennstoffe"",235010"
"1989,""Bruttoverbrauch"",""Kohle"",14890"
"1989,""Bruttoverbrauch"",""Müll und Industrieabfälle"",22970"
"1989,""Bruttoverbrauch"",""Rohöl"",128580"
"1989,""Bruttoverbrauch"",""Uebrige erneuerbare Energien"","
"1989,""Bruttoverbrauch"",""Wasserkraft"",109750"
"1989,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Elektrizität"",-18330"
"1989,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Erdölprodukte"",-5360"
"1989,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Fernwärme"",-1090"
"1989,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Gas"",-1280"
"1989,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Holzenergie"","
"1989,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kernbrennstoffe"","
"1989,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kohle"","
"1989,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Müll und Industrieabfälle"","
"1989,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Rohöl"","
"1989,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Uebrige erneuerbare Energien"","
"1989,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Wasserkraft"","
"1989,""Endverbrauch - Dienstleistungen"",""Elektrizität"",43890"
"1989,""Endverbrauch - Dienstleistungen"",""Erdölprodukte"",57600"
"1989,""Endverbrauch - Dienstleistungen"",""Fernwärme"",4510"
"1989,""Endverbrauch - Dienstleistungen"",""Gas"",14100"
"1989,""Endverbrauch - Dienstleistungen"",""Holzenergie"",1170"
"1989,""Endverbrauch - Dienstleistungen"",""Kernbrennstoffe"","
"1989,""Endverbrauch - Dienstleistungen"",""Kohle"",40"
"1989,""Endverbrauch - Dienstleistungen"",""Müll und Industrieabfälle"",0"
"1989,""Endverbrauch - Dienstleistungen"",""Rohöl"","
"1989,""Endverbrauch - Dienstleistungen"",""Uebrige erneuerbare Energien"","
"1989,""Endverbrauch - Dienstleistungen"",""Wasserkraft"","
"1989,""Endverbrauch - Haushalte"",""Elektrizität"",46350"
"1989,""Endverbrauch - Haushalte"",""Erdölprodukte"",136410"
"1989,""Endverbrauch - Haushalte"",""Fernwärme"",4160"
"1989,""Endverbrauch - Haushalte"",""Gas"",24160"
"1989,""Endverbrauch - Haushalte"",""Holzenergie"",20960"
"1989,""Endverbrauch - Haushalte"",""Kernbrennstoffe"","
"1989,""Endverbrauch - Haushalte"",""Kohle"",970"
"1989,""Endverbrauch - Haushalte"",""Müll und Industrieabfälle"",0"
"1989,""Endverbrauch - Haushalte"",""Rohöl"","
"1989,""Endverbrauch - Haushalte"",""Uebrige erneuerbare Energien"","
"1989,""Endverbrauch - Haushalte"",""Wasserkraft"","
"1989,""Endverbrauch - Industrie"",""Elektrizität"",61380"
"1989,""Endverbrauch - Industrie"",""Erdölprodukte"",51710"
"1989,""Endverbrauch - Industrie"",""Fernwärme"",2110"
"1989,""Endverbrauch - Industrie"",""Gas"",18390"
"1989,""Endverbrauch - Industrie"",""Holzenergie"",2740"
"1989,""Endverbrauch - Industrie"",""Kernbrennstoffe"","
"1989,""Endverbrauch - Industrie"",""Kohle"",13000"
"1989,""Endverbrauch - Industrie"",""Müll und Industrieabfälle"",6640"
"1989,""Endverbrauch - Industrie"",""Rohöl"","
"1989,""Endverbrauch - Industrie"",""Uebrige erneuerbare Energien"","
"1989,""Endverbrauch - Industrie"",""Wasserkraft"","
"1989,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Elektrizität"",3270"
"1989,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Erdölprodukte"",1300"
"1989,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Fernwärme"",0"
"1989,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Gas"",1660"
"1989,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Holzenergie"",0"
"1989,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kernbrennstoffe"","
"1989,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kohle"",0"
"1989,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Müll und Industrieabfälle"",0"
"1989,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Rohöl"","
"1989,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Uebrige erneuerbare Energien"","
"1989,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Wasserkraft"","
"1989,""Endverbrauch - Total"",""Elektrizität"",163810"
"1989,""Endverbrauch - Total"",""Erdölprodukte"",483030"
"1989,""Endverbrauch - Total"",""Fernwärme"",10780"
"1989,""Endverbrauch - Total"",""Gas"",58830"
"1989,""Endverbrauch - Total"",""Holzenergie"",24870"
"1989,""Endverbrauch - Total"",""Kernbrennstoffe"",0"
"1989,""Endverbrauch - Total"",""Kohle"",14010"
"1989,""Endverbrauch - Total"",""Müll und Industrieabfälle"",6640"
"1989,""Endverbrauch - Total"",""Rohöl"",0"
"1989,""Endverbrauch - Total"",""Uebrige erneuerbare Energien"","
"1989,""Endverbrauch - Total"",""Wasserkraft"",0"
"1989,""Endverbrauch - Verkehr"",""Elektrizität"",8920"
"1989,""Endverbrauch - Verkehr"",""Erdölprodukte"",236010"
"1989,""Endverbrauch - Verkehr"",""Fernwärme"","
"1989,""Endverbrauch - Verkehr"",""Gas"",520"
"1989,""Endverbrauch - Verkehr"",""Holzenergie"","
"1989,""Endverbrauch - Verkehr"",""Kernbrennstoffe"","
"1989,""Endverbrauch - Verkehr"",""Kohle"","
"1989,""Endverbrauch - Verkehr"",""Müll und Industrieabfälle"","
"1989,""Endverbrauch - Verkehr"",""Rohöl"","
"1989,""Endverbrauch - Verkehr"",""Uebrige erneuerbare Energien"","
"1989,""Endverbrauch - Verkehr"",""Wasserkraft"","
"1989,""Energieumwandlung - Diverse Erneuerbare"",""Elektrizität"","
"1989,""Energieumwandlung - Diverse Erneuerbare"",""Erdölprodukte"","
"1989,""Energieumwandlung - Diverse Erneuerbare"",""Fernwärme"",0"
"1989,""Energieumwandlung - Diverse Erneuerbare"",""Gas"","
"1989,""Energieumwandlung - Diverse Erneuerbare"",""Holzenergie"",0"
"1989,""Energieumwandlung - Diverse Erneuerbare"",""Kernbrennstoffe"","
"1989,""Energieumwandlung - Diverse Erneuerbare"",""Kohle"","
"1989,""Energieumwandlung - Diverse Erneuerbare"",""Müll und Industrieabfälle"","
"1989,""Energieumwandlung - Diverse Erneuerbare"",""Rohöl"","
"1989,""Energieumwandlung - Diverse Erneuerbare"",""Uebrige erneuerbare Energien"","
"1989,""Energieumwandlung - Diverse Erneuerbare"",""Wasserkraft"","
"1989,""Energieumwandlung - Gaswerke"",""Elektrizität"","
"1989,""Energieumwandlung - Gaswerke"",""Erdölprodukte"",-430"
"1989,""Energieumwandlung - Gaswerke"",""Fernwärme"","
"1989,""Energieumwandlung - Gaswerke"",""Gas"",360"
"1989,""Energieumwandlung - Gaswerke"",""Holzenergie"","
"1989,""Energieumwandlung - Gaswerke"",""Kernbrennstoffe"","
"1989,""Energieumwandlung - Gaswerke"",""Kohle"","
"1989,""Energieumwandlung - Gaswerke"",""Müll und Industrieabfälle"","
"1989,""Energieumwandlung - Gaswerke"",""Rohöl"","
"1989,""Energieumwandlung - Gaswerke"",""Uebrige erneuerbare Energien"","
"1989,""Energieumwandlung - Gaswerke"",""Wasserkraft"","
"1989,""Energieumwandlung - Kernkraftwerke"",""Elektrizität"",77550"
"1989,""Energieumwandlung - Kernkraftwerke"",""Erdölprodukte"","
"1989,""Energieumwandlung - Kernkraftwerke"",""Fernwärme"",890"
"1989,""Energieumwandlung - Kernkraftwerke"",""Gas"","
"1989,""Energieumwandlung - Kernkraftwerke"",""Holzenergie"","
"1989,""Energieumwandlung - Kernkraftwerke"",""Kernbrennstoffe"",-235010"
"1989,""Energieumwandlung - Kernkraftwerke"",""Kohle"","
"1989,""Energieumwandlung - Kernkraftwerke"",""Müll und Industrieabfälle"","
"1989,""Energieumwandlung - Kernkraftwerke"",""Rohöl"","
"1989,""Energieumwandlung - Kernkraftwerke"",""Uebrige erneuerbare Energien"","
"1989,""Energieumwandlung - Kernkraftwerke"",""Wasserkraft"","
"1989,""Energieumwandlung - Raffinerien"",""Elektrizität"","
"1989,""Energieumwandlung - Raffinerien"",""Erdölprodukte"",127700"
"1989,""Energieumwandlung - Raffinerien"",""Fernwärme"","
"1989,""Energieumwandlung - Raffinerien"",""Gas"","
"1989,""Energieumwandlung - Raffinerien"",""Holzenergie"","
"1989,""Energieumwandlung - Raffinerien"",""Kernbrennstoffe"","
"1989,""Energieumwandlung - Raffinerien"",""Kohle"","
"1989,""Energieumwandlung - Raffinerien"",""Müll und Industrieabfälle"","
"1989,""Energieumwandlung - Raffinerien"",""Rohöl"",-128580"
"1989,""Energieumwandlung - Raffinerien"",""Uebrige erneuerbare Energien"","
"1989,""Energieumwandlung - Raffinerien"",""Wasserkraft"","
"1989,""Energieumwandlung - Wasserkraftwerke"",""Elektrizität"",109750"
"1989,""Energieumwandlung - Wasserkraftwerke"",""Erdölprodukte"","
"1989,""Energieumwandlung - Wasserkraftwerke"",""Fernwärme"","
"1989,""Energieumwandlung - Wasserkraftwerke"",""Gas"","
"1989,""Energieumwandlung - Wasserkraftwerke"",""Holzenergie"","
"1989,""Energieumwandlung - Wasserkraftwerke"",""Kernbrennstoffe"","
"1989,""Energieumwandlung - Wasserkraftwerke"",""Kohle"","
"1989,""Energieumwandlung - Wasserkraftwerke"",""Müll und Industrieabfälle"","
"1989,""Energieumwandlung - Wasserkraftwerke"",""Rohöl"","
"1989,""Energieumwandlung - Wasserkraftwerke"",""Uebrige erneuerbare Energien"","
"1989,""Energieumwandlung - Wasserkraftwerke"",""Wasserkraft"",-109750"
"1989,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Elektrizität"",3900"
"1989,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Erdölprodukte"",-4690"
"1989,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Fernwärme"",10980"
"1989,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Gas"",-4070"
"1989,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Holzenergie"",0"
"1989,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kernbrennstoffe"","
"1989,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kohle"",-880"
"1989,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Müll und Industrieabfälle"",-16330"
"1989,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Rohöl"","
"1989,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Uebrige erneuerbare Energien"","
"1989,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Wasserkraft"","
"1989,""Export"",""Elektrizität"",-88020"
"1989,""Export"",""Erdölprodukte"",-2090"
"1989,""Export"",""Fernwärme"","
"1989,""Export"",""Gas"","
"1989,""Export"",""Holzenergie"","
"1989,""Export"",""Kernbrennstoffe"","
"1989,""Export"",""Kohle"",-550"
"1989,""Export"",""Müll und Industrieabfälle"","
"1989,""Export"",""Rohöl"","
"1989,""Export"",""Uebrige erneuerbare Energien"","
"1989,""Export"",""Wasserkraft"","
"1989,""Import"",""Elektrizität"",78960"
"1989,""Import"",""Erdölprodukte"",379250"
"1989,""Import"",""Fernwärme"","
"1989,""Import"",""Gas"",63670"
"1989,""Import"",""Holzenergie"",590"
"1989,""Import"",""Kernbrennstoffe"",235010"
"1989,""Import"",""Kohle"",10660"
"1989,""Import"",""Müll und Industrieabfälle"","
"1989,""Import"",""Rohöl"",128330"
"1989,""Import"",""Uebrige erneuerbare Energien"","
"1989,""Import"",""Wasserkraft"","
"1989,""Inlandproduktion"",""Elektrizität"","
"1989,""Inlandproduktion"",""Erdölprodukte"","
"1989,""Inlandproduktion"",""Fernwärme"","
"1989,""Inlandproduktion"",""Gas"",150"
"1989,""Inlandproduktion"",""Holzenergie"",24280"
"1989,""Inlandproduktion"",""Kernbrennstoffe"","
"1989,""Inlandproduktion"",""Kohle"",0"
"1989,""Inlandproduktion"",""Müll und Industrieabfälle"",22970"
"1989,""Inlandproduktion"",""Rohöl"",0"
"1989,""Inlandproduktion"",""Uebrige erneuerbare Energien"","
"1989,""Inlandproduktion"",""Wasserkraft"",109750"
"1989,""Lagerveränderung"",""Elektrizität"","
"1989,""Lagerveränderung"",""Erdölprodukte"",12810"
"1989,""Lagerveränderung"",""Fernwärme"","
"1989,""Lagerveränderung"",""Gas"","
"1989,""Lagerveränderung"",""Holzenergie"","
"1989,""Lagerveränderung"",""Kernbrennstoffe"","
"1989,""Lagerveränderung"",""Kohle"",4780"
"1989,""Lagerveränderung"",""Müll und Industrieabfälle"","
"1989,""Lagerveränderung"",""Rohöl"",250"
"1989,""Lagerveränderung"",""Uebrige erneuerbare Energien"","
"1989,""Lagerveränderung"",""Wasserkraft"","
"1989,""Nichtenergetischer Verbrauch"",""Elektrizität"","
"1989,""Nichtenergetischer Verbrauch"",""Erdölprodukte"",-24160"
"1989,""Nichtenergetischer Verbrauch"",""Fernwärme"","
"1989,""Nichtenergetischer Verbrauch"",""Gas"","
"1989,""Nichtenergetischer Verbrauch"",""Holzenergie"","
"1989,""Nichtenergetischer Verbrauch"",""Kernbrennstoffe"","
"1989,""Nichtenergetischer Verbrauch"",""Kohle"","
"1989,""Nichtenergetischer Verbrauch"",""Müll und Industrieabfälle"","
"1989,""Nichtenergetischer Verbrauch"",""Rohöl"","
"1989,""Nichtenergetischer Verbrauch"",""Uebrige erneuerbare Energien"","
"1989,""Nichtenergetischer Verbrauch"",""Wasserkraft"","
"1990,""Bruttoverbrauch"",""Elektrizität"",-7590"
"1990,""Bruttoverbrauch"",""Erdölprodukte"",401580"
"1990,""Bruttoverbrauch"",""Fernwärme"","
"1990,""Bruttoverbrauch"",""Gas"",68310"
"1990,""Bruttoverbrauch"",""Holzenergie"",28690"
"1990,""Bruttoverbrauch"",""Kernbrennstoffe"",243250"
"1990,""Bruttoverbrauch"",""Kohle"",14890"
"1990,""Bruttoverbrauch"",""Müll und Industrieabfälle"",23200"
"1990,""Bruttoverbrauch"",""Rohöl"",130680"
"1990,""Bruttoverbrauch"",""Uebrige erneuerbare Energien"",4580"
"1990,""Bruttoverbrauch"",""Wasserkraft"",110430"
"1990,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Elektrizität"",-19400"
"1990,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Erdölprodukte"",-5900"
"1990,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Fernwärme"",-1050"
"1990,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Gas"",-170"
"1990,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Holzenergie"","
"1990,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kernbrennstoffe"","
"1990,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kohle"","
"1990,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Müll und Industrieabfälle"","
"1990,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Rohöl"","
"1990,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Uebrige erneuerbare Energien"","
"1990,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Wasserkraft"","
"1990,""Endverbrauch - Dienstleistungen"",""Elektrizität"",45620"
"1990,""Endverbrauch - Dienstleistungen"",""Erdölprodukte"",59380"
"1990,""Endverbrauch - Dienstleistungen"",""Fernwärme"",4000"
"1990,""Endverbrauch - Dienstleistungen"",""Gas"",15840"
"1990,""Endverbrauch - Dienstleistungen"",""Holzenergie"",2640"
"1990,""Endverbrauch - Dienstleistungen"",""Kernbrennstoffe"","
"1990,""Endverbrauch - Dienstleistungen"",""Kohle"",30"
"1990,""Endverbrauch - Dienstleistungen"",""Müll und Industrieabfälle"",0"
"1990,""Endverbrauch - Dienstleistungen"",""Rohöl"","
"1990,""Endverbrauch - Dienstleistungen"",""Uebrige erneuerbare Energien"",1430"
"1990,""Endverbrauch - Dienstleistungen"",""Wasserkraft"","
"1990,""Endverbrauch - Haushalte"",""Elektrizität"",47570"
"1990,""Endverbrauch - Haushalte"",""Erdölprodukte"",137140"
"1990,""Endverbrauch - Haushalte"",""Fernwärme"",4440"
"1990,""Endverbrauch - Haushalte"",""Gas"",26190"
"1990,""Endverbrauch - Haushalte"",""Holzenergie"",21030"
"1990,""Endverbrauch - Haushalte"",""Kernbrennstoffe"","
"1990,""Endverbrauch - Haushalte"",""Kohle"",630"
"1990,""Endverbrauch - Haushalte"",""Müll und Industrieabfälle"",0"
"1990,""Endverbrauch - Haushalte"",""Rohöl"","
"1990,""Endverbrauch - Haushalte"",""Uebrige erneuerbare Energien"",2370"
"1990,""Endverbrauch - Haushalte"",""Wasserkraft"","
"1990,""Endverbrauch - Industrie"",""Elektrizität"",62050"
"1990,""Endverbrauch - Industrie"",""Erdölprodukte"",46450"
"1990,""Endverbrauch - Industrie"",""Fernwärme"",1980"
"1990,""Endverbrauch - Industrie"",""Gas"",19610"
"1990,""Endverbrauch - Industrie"",""Holzenergie"",4550"
"1990,""Endverbrauch - Industrie"",""Kernbrennstoffe"","
"1990,""Endverbrauch - Industrie"",""Kohle"",13700"
"1990,""Endverbrauch - Industrie"",""Müll und Industrieabfälle"",8680"
"1990,""Endverbrauch - Industrie"",""Rohöl"","
"1990,""Endverbrauch - Industrie"",""Uebrige erneuerbare Energien"",250"
"1990,""Endverbrauch - Industrie"",""Wasserkraft"","
"1990,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Elektrizität"",3170"
"1990,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Erdölprodukte"",620"
"1990,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Fernwärme"",0"
"1990,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Gas"",1960"
"1990,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Holzenergie"",440"
"1990,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kernbrennstoffe"","
"1990,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kohle"",0"
"1990,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Müll und Industrieabfälle"",0"
"1990,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Rohöl"","
"1990,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Uebrige erneuerbare Energien"",40"
"1990,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Wasserkraft"","
"1990,""Endverbrauch - Total"",""Elektrizität"",167680"
"1990,""Endverbrauch - Total"",""Erdölprodukte"",496810"
"1990,""Endverbrauch - Total"",""Fernwärme"",10420"
"1990,""Endverbrauch - Total"",""Gas"",64160"
"1990,""Endverbrauch - Total"",""Holzenergie"",28660"
"1990,""Endverbrauch - Total"",""Kernbrennstoffe"",0"
"1990,""Endverbrauch - Total"",""Kohle"",14360"
"1990,""Endverbrauch - Total"",""Müll und Industrieabfälle"",8680"
"1990,""Endverbrauch - Total"",""Rohöl"",0"
"1990,""Endverbrauch - Total"",""Uebrige erneuerbare Energien"",4090"
"1990,""Endverbrauch - Total"",""Wasserkraft"",0"
"1990,""Endverbrauch - Verkehr"",""Elektrizität"",9270"
"1990,""Endverbrauch - Verkehr"",""Erdölprodukte"",253220"
"1990,""Endverbrauch - Verkehr"",""Fernwärme"","
"1990,""Endverbrauch - Verkehr"",""Gas"",560"
"1990,""Endverbrauch - Verkehr"",""Holzenergie"","
"1990,""Endverbrauch - Verkehr"",""Kernbrennstoffe"","
"1990,""Endverbrauch - Verkehr"",""Kohle"","
"1990,""Endverbrauch - Verkehr"",""Müll und Industrieabfälle"","
"1990,""Endverbrauch - Verkehr"",""Rohöl"","
"1990,""Endverbrauch - Verkehr"",""Uebrige erneuerbare Energien"","
"1990,""Endverbrauch - Verkehr"",""Wasserkraft"","
"1990,""Energieumwandlung - Diverse Erneuerbare"",""Elektrizität"",320"
"1990,""Energieumwandlung - Diverse Erneuerbare"",""Erdölprodukte"","
"1990,""Energieumwandlung - Diverse Erneuerbare"",""Fernwärme"",0"
"1990,""Energieumwandlung - Diverse Erneuerbare"",""Gas"",0"
"1990,""Energieumwandlung - Diverse Erneuerbare"",""Holzenergie"",-30"
"1990,""Energieumwandlung - Diverse Erneuerbare"",""Kernbrennstoffe"","
"1990,""Energieumwandlung - Diverse Erneuerbare"",""Kohle"","
"1990,""Energieumwandlung - Diverse Erneuerbare"",""Müll und Industrieabfälle"","
"1990,""Energieumwandlung - Diverse Erneuerbare"",""Rohöl"","
